,Text,Latitude,Longitude,Sentiment,label,clase,Estado
713313,"Fortalezca sus valores, que buena falta le hace y deje en paz a la gente; la moral no es asunto de estado ni de gobiernos. ¡Nomás eso nos faltaba!",19.4299345,-99.2115105,negativo,0,No Depresión,Ciudad de México
364593,Eleh de mi corasound. https://t.co/pFhuvlEW1U,19.318042,-99.2480095,positivo,1,Depresión,Ciudad de México
108621,"Lipoescultura de alta definición Paciente: femenino Cirugía: Lipoescultura de alta definición, marcación abdominal, aumento de glúteo con grasa propia 850cc en… https://t.co/NoMRBqw2V9",19.4326,-99.1332,neutro,0,No Depresión,Ciudad de México
847721,"Menos de 24 horas de cirugía y el Pepe está al tiro. De verdad que es increíble, mandando al traste todas las escalas pronósticas y hasta al sentido común...  De verdad, qué gusto.  De verdad, qué asombrosa es la recuperación de los niños. 🤓",19.432836,-99.153366,positivo,0,No Depresión,Ciudad de México
366303,Hoy cuesta $839.6 llenar un tanque de 40 litros!!! Está en $20.99,19.4299345,-99.2115105,positivo,0,No Depresión,Ciudad de México
794700,Estoy tan pendeja que se me va a olvidar lo de Benito Juárez en los billetes y voy a pagar con el de $500.00 y me van a ver la caradestúpida.,19.328383,-99.15234,negativo,1,Depresión,Ciudad de México
351570,Si por favor!! Me hace falta!! https://t.co/khEUvMfmxp,19.4320755,-99.087817,positivo,0,No Depresión,Ciudad de México
261055,¡Tenemos tickets para los KIDS CHOICE AWARDS MÉXICO 2018! https://t.co/1NZL7gKzhk,19.318042,-99.2480095,positivo,0,No Depresión,Ciudad de México
560792,"Me: Quiero una relación seria. La puteria: ¿me escuchasss?, me oyeees?, ¿me sienteeesss?",19.380613,-99.1614805,positivo,0,No Depresión,Ciudad de México
696172,Comiendo en Café Urbano en Presidente InterContinental Mexico City https://t.co/bWK08AYuJo,19.42750473,-99.19358851,positivo,0,No Depresión,Ciudad de México
660224,@Berenice_Sex No dejes pasar la oportunidad de conocer a esta bella dama  🙃🌹🌹🌹,19.380613,-99.1614805,positivo,0,No Depresión,Ciudad de México
417966,Centro de Evaluación AREA ¡Atención Terapeuta! Mejora tu oportunidad de empleo y desarrollo!. Evalúamos con fines de Certificación en técnicas de masaje sin importar cómo adquiriste tus conocimientos y habilidades. Documento Oficial avalado por la SEP.  https://t.co/zHoWAgqyFs https://t.co/muqvCRjLUA,19.432836,-99.153366,positivo,0,No Depresión,Ciudad de México
505098,@LMHMedellin @PGJDF_CDMX @elpelao2 Para eso no tienen respuesta,19.328383,-99.15234,negativo,0,No Depresión,Ciudad de México
87861,@vicentegtz @abogadodemaria Tengo curiosidad ¿Qué le habrá contestado el Papa a este ex homosexual? ¿O tal vez le dio like o hasta rt?,19.380613,-99.1614805,neutro,0,No Depresión,Ciudad de México
535003,Twitter Hoy es  Domingo de Wendy  dedicado a la Absurda y preciosa cara de cejas pobladas de mi @wengonzalez Salinas https://t.co/j8mvjg33Rg,19.380613,-99.1614805,positivo,0,No Depresión,Ciudad de México
651912,"Que onda con muestras leyes,y si yo rrobara unas donitas bimbo mínimo me dan cinco añitos de cárcel",19.328383,-99.15234,negativo,0,No Depresión,Ciudad de México
336614,botas de «nunca me verás descalza» @ Revista Algarabía https://t.co/bRtNqdchzE,19.38832,-99.15828,negativo,0,No Depresión,Ciudad de México
283246,@vvaleeee de donde saldrá? ni aquí en mx ay tanto corriente,19.432836,-99.153366,negativo,0,No Depresión,Ciudad de México
145520,"@MZapler Jajajaja nada, chelipemundo es un aliado",19.4299345,-99.2115105,positivo,0,No Depresión,Ciudad de México
530939,No te pierdas  Tirador  en Netflix https://t.co/R9SHCgVDXV,19.3427885,-99.050461,neutro,0,No Depresión,Ciudad de México
120432,@Potropegaso21 Es cuando juega el “Científico del Gol” - Darwin Quintero ?? Es pregunta 😂😂😂,19.328383,-99.15234,positivo,0,No Depresión,Ciudad de México
368853,@Gromit___ La primer pendejita de santa fé que se le acerque a un chairo a darle un chocolate fuera del zoo de Chapultepec va a recibir violín y secuestro.,19.318042,-99.2480095,positivo,0,No Depresión,Ciudad de México
596417,"@moy_etito Esas son outsourcing, no? Pero las checo, ya tengo que cambiar de chamba.",19.4857835,-99.182126,neutro,0,No Depresión,Ciudad de México
130496,Hoy que se hace ?,19.199485,-99.208364,neutro,0,No Depresión,Ciudad de México
92572,@eldlacamararoja Nadie dijo que sea malo ni bueno,19.3427885,-99.050461,negativo,0,No Depresión,Ciudad de México
3513,"Wey qué pedo con la gente que quiere que me duerma a las 9 de la noche. Wey, soy milenial y estoy de vacaciones. 🙄",19.318042,-99.2480095,negativo,0,No Depresión,Ciudad de México
264111,"@OlegAraveug @RichRuiz_ En efecto, póngase vergas!",19.399101,-99.096496,positivo,0,No Depresión,Ciudad de México
239940,"No tengas miedo de volar, nada te va a lastimar !",19.380613,-99.1614805,negativo,0,No Depresión,Ciudad de México
279388,@miriamrascol @RMXradio #InterpolRMX Interpol - Manos Lentas Julio César Márquez Jiménez https://t.co/d9Ew7vSvUm,19.328383,-99.15234,neutro,0,No Depresión,Ciudad de México
